ID_ESTAC,NOM_ESTACIO,NOM_ORIGINAL,DATA_DIA,DATA_EXTRACCIO,URL_FONT,GRUIX_NEU_MAX,HUMITAT_MITJANA_DIA,PRECIPITACIO_ACUM_DIA,PRESSIO_ATMOSFERICA,RADIACIO_GLOBAL,RATXA_VENT_MAX,TEMPERATURA_MAXIMA_DIA,TEMPERATURA_MINIMA_DIA,TEMPERATURA_MITJANA_DIA
VA,Ascó,ASCO_VA,2026-02-19,2026-02-19 04:16:12,https://www.meteo.cat/observacions/xema/dades?codi=VA&dia=2026-02-19T09:00Z,,57%,0.0 mm,,0.0 MJ/m2,34.2 km/h - 305º 3:44 TU,12.8 °C 0:08 TU,9.5 °C 3:59 TU,11.3 °C
WU,Badalona - Museu,BADALONA___MUSEU_WU,2026-02-19,2026-02-19 04:16:15,https://www.meteo.cat/observacions/xema/dades?codi=WU&dia=2026-02-19T09:00Z,,51%,0.0 mm,1007.8 hPa,0.0 MJ/m2,42.8 km/h - 258º 0:03 TU,14.9 °C 0:03 TU,13.6 °C 3:58 TU,14.3 °C
DJ,Banyoles,BANYOLES_DJ,2026-02-19,2026-02-19 04:16:17,https://www.meteo.cat/observacions/xema/dades?codi=DJ&dia=2026-02-19T09:00Z,,74%,8.4 mm,1007.3 hPa,0.0 MJ/m2,24.8 km/h - 234º 3:38 TU,10.1 °C 0:15 TU,7.1 °C 3:59 TU,9.0 °C
X4,Barcelona - el Raval,BARCELONA___EL_RAVAL_X4,2026-02-19,2026-02-19 04:16:20,https://www.meteo.cat/observacions/xema/dades?codi=X4&dia=2026-02-19T09:00Z,,48%,0.0 mm,1007.5 hPa,0.0 MJ/m2,47.5 km/h - 299º 3:53 TU,15.4 °C 0:09 TU,14.1 °C 3:59 TU,14.8 °C
D5,Barcelona - Observatori Fabra,BARCELONA___OBSERVATORI_FABRA_D5,2026-02-19,2026-02-19 04:16:23,https://www.meteo.cat/observacions/xema/dades?codi=D5&dia=2026-02-19T09:00Z,,62%,0.0 mm,1007.3 hPa,0.0 MJ/m2,42.1 km/h - 250º 3:09 TU,11.0 °C 0:09 TU,9.6 °C 3:56 TU,10.5 °C
X8,Barcelona - Zona Universitària,BARCELONA___ZONA_UNIVERSITARIA_X8,2026-02-19,2026-02-19 04:16:25,https://www.meteo.cat/observacions/xema/dades?codi=X8&dia=2026-02-19T09:00Z,,53%,0.0 mm,1007.4 hPa,0.0 MJ/m2,32.8 km/h - 293º 3:45 TU,14.2 °C 1:58 TU,12.5 °C 3:34 TU,13.4 °C
YX,Batea,BATEA_YX,2026-02-19,2026-02-19 04:16:28,https://www.meteo.cat/observacions/xema/dades?codi=YX&dia=2026-02-19T09:00Z,,60%,0.0 mm,,0.0 MJ/m2,,10.9 °C 0:30 TU,7.0 °C 3:51 TU,9.3 °C
UF,Begues - Pn del Garraf - el Rascler,BEGUES___PN_DEL_GARRAF___EL_RASCLER_UF,2026-02-19,2026-02-19 04:16:31,https://www.meteo.cat/observacions/xema/dades?codi=UF&dia=2026-02-19T09:00Z,,63%,0.0 mm,,0.0 MJ/m2,47.2 km/h - 293º 3:47 TU,10.2 °C 0:00 TU,7.9 °C 3:59 TU,9.2 °C
VB,Benissanet,BENISSANET_VB,2026-02-19,2026-02-19 04:16:33,https://www.meteo.cat/observacions/xema/dades?codi=VB&dia=2026-02-19T09:00Z,,56%,0.0 mm,,0.0 MJ/m2,51.5 km/h - 280º 1:20 TU,14.0 °C 0:58 TU,11.0 °C 3:50 TU,12.7 °C
WM,Berga - Santuari de Queralt,BERGA___SANTUARI_DE_QUERALT_WM,2026-02-19,2026-02-19 04:16:36,https://www.meteo.cat/observacions/xema/dades?codi=WM&dia=2026-02-19T09:00Z,,84%,0.0 mm,,0.0 MJ/m2,31.0 km/h - 315º 0:08 TU,5.4 °C 0:16 TU,1.9 °C 3:47 TU,3.6 °C
W8,Blancafort,BLANCAFORT_W8,2026-02-19,2026-02-19 04:16:39,https://www.meteo.cat/observacions/xema/dades?codi=W8&dia=2026-02-19T09:00Z,,66%,0.0 mm,,,,10.7 °C 0:06 TU,7.6 °C 3:58 TU,9.3 °C
YS,Cabanes,CABANES_YS,2026-02-19,2026-02-19 04:16:41,https://www.meteo.cat/observacions/xema/dades?codi=YS&dia=2026-02-19T09:00Z,,75%,3.7 mm,,0.0 MJ/m2,34.6 km/h - 345º 2:00 TU,12.6 °C 0:46 TU,7.5 °C 2:31 TU,9.9 °C
UP,Cabrils,CABRILS_UP,2026-02-19,2026-02-19 04:16:44,https://www.meteo.cat/observacions/xema/dades?codi=UP&dia=2026-02-19T09:00Z,,56%,0.0 mm,1006.9 hPa,0.0 MJ/m2,36.7 km/h - 280º 1:20 TU,14.1 °C 1:03 TU,12.1 °C 3:58 TU,13.3 °C
X9,Caldes de Montbui,CALDES_DE_MONTBUI_X9,2026-02-19,2026-02-19 04:16:46,https://www.meteo.cat/observacions/xema/dades?codi=X9&dia=2026-02-19T09:00Z,,56%,0.0 mm,1006.8 hPa,0.0 MJ/m2,53.3 km/h - 282º 1:51 TU,13.7 °C 0:51 TU,10.8 °C 3:55 TU,12.4 °C
WX,Camarasa,CAMARASA_WX,2026-02-19,2026-02-19 04:16:49,https://www.meteo.cat/observacions/xema/dades?codi=WX&dia=2026-02-19T09:00Z,,66%,0.0 mm,,0.0 MJ/m2,36.7 km/h - 295º 1:33 TU,7.1 °C 0:04 TU,4.9 °C 3:58 TU,6.4 °C
XU,Canyelles,CANYELLES_XU,2026-02-19,2026-02-19 04:16:52,https://www.meteo.cat/observacions/xema/dades?codi=XU&dia=2026-02-19T09:00Z,,56%,0.0 mm,,0.0 MJ/m2,51.1 km/h - 327º 2:22 TU,13.6 °C 1:29 TU,9.5 °C 0:39 TU,12.2 °C
MQ,Cardona,CARDONA_MQ,2026-02-19,2026-02-19 04:16:54,https://www.meteo.cat/observacions/xema/dades?codi=MQ&dia=2026-02-19T09:00Z,,94%,0.0 mm,,,,8.1 °C 2:32 TU,3.9 °C 1:37 TU,5.8 °C
UN,Cassà de la Selva,CASSA_DE_LA_SELVA_UN,2026-02-19,2026-02-19 04:16:57,https://www.meteo.cat/observacions/xema/dades?codi=UN&dia=2026-02-19T09:00Z,,83%,0.0 mm,,0.0 MJ/m2,17.3 km/h - 201º 0:03 TU,11.3 °C 0:13 TU,6.6 °C 3:14 TU,8.9 °C
DO,"Castell D'aro, Platja D'aro i S'agaró - Castell D'aro",CASTELL_DARO_PLATJA_DARO_I_SAGARO___CASTELL_DARO_D,2026-02-19,2026-02-19 04:17:00,https://www.meteo.cat/observacions/xema/dades?codi=DO&dia=2026-02-19T09:00Z,,85%,0.0 mm,1007.4 hPa,0.0 MJ/m2,21.2 km/h - 96º 1:38 TU,11.6 °C 1:12 TU,7.7 °C 3:47 TU,10.0 °C
MS,Castellar de N'hug - el Clot del Moro,CASTELLAR_DE_NHUG___EL_CLOT_DEL_MORO_MS,2026-02-19,2026-02-19 04:17:02,https://www.meteo.cat/observacions/xema/dades?codi=MS&dia=2026-02-19T09:00Z,,84%,0.1 mm,,,,6.9 °C 2:05 TU,1.8 °C 3:59 TU,4.2 °C
XC,Castellbisbal,CASTELLBISBAL_XC,2026-02-19,2026-02-19 04:17:05,https://www.meteo.cat/observacions/xema/dades?codi=XC&dia=2026-02-19T09:00Z,,57%,0.0 mm,1008.1 hPa,0.0 MJ/m2,46.8 km/h - 279º 2:13 TU,13.0 °C 2:13 TU,11.3 °C 3:59 TU,12.4 °C
U4,Castellnou de Bages,CASTELLNOU_DE_BAGES_U4,2026-02-19,2026-02-19 04:17:08,https://www.meteo.cat/observacions/xema/dades?codi=U4&dia=2026-02-19T09:00Z,,85%,0.0 mm,,0.0 MJ/m2,33.5 km/h - 269º 3:53 TU,8.9 °C 0:19 TU,6.6 °C 3:59 TU,7.7 °C
C6,Castellnou de Seana,CASTELLNOU_DE_SEANA_C6,2026-02-19,2026-02-19 04:17:10,https://www.meteo.cat/observacions/xema/dades?codi=C6&dia=2026-02-19T09:00Z,,83%,0.0 mm,1009.4 hPa,0.0 MJ/m2,31.3 km/h - 250º 1:49 TU,9.0 °C 1:02 TU,6.5 °C 3:43 TU,8.0 °C
W1,Castelló D'empúries,CASTELLO_DEMPURIES_W1,2026-02-19,2026-02-19 04:17:13,https://www.meteo.cat/observacions/xema/dades?codi=W1&dia=2026-02-19T09:00Z,,71%,0.8 mm,,,,12.8 °C 1:57 TU,8.3 °C 3:46 TU,10.6 °C
C8,Cervera,CERVERA_C8,2026-02-19,2026-02-19 04:17:15,https://www.meteo.cat/observacions/xema/dades?codi=C8&dia=2026-02-19T09:00Z,,86%,0.0 mm,1008.5 hPa,0.0 MJ/m2,38.9 km/h - 248º 2:23 TU,8.0 °C 0:29 TU,5.3 °C 3:59 TU,7.0 °C
VQ,Constantí,CONSTANTI_VQ,2026-02-19,2026-02-19 04:17:18,https://www.meteo.cat/observacions/xema/dades?codi=VQ&dia=2026-02-19T09:00Z,,51%,0.0 mm,1009.4 hPa,0.0 MJ/m2,34.2 km/h - 229º 1:41 TU,14.3 °C 0:00 TU,11.6 °C 3:52 TU,13.2 °C
MR,Cornudella de Montsant - Pantà de Siurana,CORNUDELLA_DE_MONTSANT___PANTA_DE_SIURANA_MR,2026-02-19,2026-02-19 04:17:20,https://www.meteo.cat/observacions/xema/dades?codi=MR&dia=2026-02-19T09:00Z,,62%,0.0 mm,1009.7 hPa,0.0 MJ/m2,44.6 km/h - 347º 2:55 TU,10.9 °C 0:00 TU,8.2 °C 3:53 TU,9.6 °C
WZ,Cunit,CUNIT_WZ,2026-02-19,2026-02-19 04:17:23,https://www.meteo.cat/observacions/xema/dades?codi=WZ&dia=2026-02-19T09:00Z,,59%,0.0 mm,1008.5 hPa,0.0 MJ/m2,46.4 km/h - 332º 2:29 TU,14.6 °C 1:51 TU,8.7 °C 0:11 TU,12.7 °C
DP,Das - Aeròdrom,DAS___AERODROM_DP,2026-02-19,2026-02-19 04:17:26,https://www.meteo.cat/observacions/xema/dades?codi=DP&dia=2026-02-19T09:00Z,2 cm,78%,1.1 mm,1008.6 hPa,0.0 MJ/m2,31.0 km/h - 314º 0:36 TU,6.0 °C 0:57 TU,-0.8 °C 3:59 TU,2.9 °C
UQ,Dosrius - Pn Montnegre Corredor,DOSRIUS___PN_MONTNEGRE_CORREDOR_UQ,2026-02-19,2026-02-19 04:17:28,https://www.meteo.cat/observacions/xema/dades?codi=UQ&dia=2026-02-19T09:00Z,,69%,0.0 mm,,0.0 MJ/m2,22.3 km/h - 272º 0:59 TU,11.2 °C 0:03 TU,8.2 °C 3:52 TU,9.9 °C
WJ,El Masroig - el Masroig,EL_MASROIG___EL_MASROIG_WJ,2026-02-19,2026-02-19 04:17:31,https://www.meteo.cat/observacions/xema/dades?codi=WJ&dia=2026-02-19T09:00Z,,55%,0.0 mm,,,30.2 km/h - 260º 1:06 TU,13.6 °C 0:56 TU,11.3 °C 3:59 TU,12.5 °C
UH,El Montmell - el Montmell,EL_MONTMELL___EL_MONTMELL_UH,2026-02-19,2026-02-19 04:17:34,https://www.meteo.cat/observacions/xema/dades?codi=UH&dia=2026-02-19T09:00Z,,64%,0.0 mm,,0.0 MJ/m2,49.7 km/h - 242º 1:30 TU,10.3 °C 0:25 TU,7.3 °C 3:58 TU,9.1 °C
DB,El Perelló - el Perelló,EL_PERELLO___EL_PERELLO_DB,2026-02-19,2026-02-19 04:17:36,https://www.meteo.cat/observacions/xema/dades?codi=DB&dia=2026-02-19T09:00Z,,46%,0.0 mm,1010.0 hPa,0.0 MJ/m2,71.3 km/h - 291º 0:24 TU,14.4 °C 0:26 TU,11.6 °C 3:57 TU,13.2 °C
V8,El Poal - el Poal,EL_POAL___EL_POAL_V8,2026-02-19,2026-02-19 04:17:39,https://www.meteo.cat/observacions/xema/dades?codi=V8&dia=2026-02-19T09:00Z,,83%,0.0 mm,,0.0 MJ/m2,26.6 km/h - 237º 2:14 TU,9.6 °C 1:28 TU,6.9 °C 3:41 TU,8.3 °C
CT,El Pont de Suert - el Pont de Suert,EL_PONT_DE_SUERT___EL_PONT_DE_SUERT_CT,2026-02-19,2026-02-19 04:17:42,https://www.meteo.cat/observacions/xema/dades?codi=CT&dia=2026-02-19T09:00Z,,sense dades,sense dades,,sense dades,sense dades sense dades,sense dades sense dades,sense dades sense dades,sense dades
XL,El Prat de Llobregat - el Prat de Llobregat,EL_PRAT_DE_LLOBREGAT___EL_PRAT_DE_LLOBREGAT_XL,2026-02-19,2026-02-19 04:17:44,https://www.meteo.cat/observacions/xema/dades?codi=XL&dia=2026-02-19T09:00Z,,62%,0.0 mm,,0.0 MJ/m2,52.6 km/h - 280º 2:12 TU,14.7 °C 2:14 TU,8.5 °C 0:22 TU,12.7 °C
Y7,El Prat de Llobregat - Port de Barcelona - Bocana Sud,EL_PRAT_DE_LLOBREGAT___PORT_DE_BARCELONA___BOCANA_,2026-02-19,2026-02-19 04:17:47,https://www.meteo.cat/observacions/xema/dades?codi=Y7&dia=2026-02-19T09:00Z,,,,,,,,,
YQ,El Prat de Llobregat - Port de Barcelona - Zal Prat,EL_PRAT_DE_LLOBREGAT___PORT_DE_BARCELONA___ZAL_PRA,2026-02-19,2026-02-19 04:17:49,https://www.meteo.cat/observacions/xema/dades?codi=YQ&dia=2026-02-19T09:00Z,,53%,0.0 mm,1007.6 hPa,0.0 MJ/m2,39.6 km/h - 274º 2:25 TU,15.0 °C 2:29 TU,13.1 °C 0:22 TU,14.1 °C
D9,El Vendrell - el Vendrell,EL_VENDRELL___EL_VENDRELL_D9,2026-02-19,2026-02-19 04:17:52,https://www.meteo.cat/observacions/xema/dades?codi=D9&dia=2026-02-19T09:00Z,,48%,0.0 mm,1008.8 hPa,0.0 MJ/m2,41.0 km/h - 302º 2:05 TU,14.8 °C 0:26 TU,12.2 °C 3:59 TU,13.9 °C
XM,Els Alamús - els Alamús,ELS_ALAMUS___ELS_ALAMUS_XM,2026-02-19,2026-02-19 04:17:55,https://www.meteo.cat/observacions/xema/dades?codi=XM&dia=2026-02-19T09:00Z,,79%,0.0 mm,,,25.9 km/h - 271º 3:06 TU,9.7 °C 1:22 TU,7.4 °C 3:51 TU,8.3 °C
CE,Els Hostalets de Pierola - els Hostalets de Pierola,ELS_HOSTALETS_DE_PIEROLA___ELS_HOSTALETS_DE_PIEROL,2026-02-19,2026-02-19 04:17:57,https://www.meteo.cat/observacions/xema/dades?codi=CE&dia=2026-02-19T09:00Z,,62%,0.0 mm,1007.9 hPa,0.0 MJ/m2,41.0 km/h - 283º 3:33 TU,11.8 °C 0:00 TU,9.2 °C 3:56 TU,11.0 °C
VD,Els Plans de Sió - el Canós,ELS_PLANS_DE_SIO___EL_CANOS_VD,2026-02-19,2026-02-19 04:18:00,https://www.meteo.cat/observacions/xema/dades?codi=VD&dia=2026-02-19T09:00Z,,81%,0.0 mm,,0.0 MJ/m2,36.7 km/h - 244º 1:54 TU,8.8 °C 1:03 TU,6.2 °C 3:58 TU,7.8 °C
VZ,Espolla,ESPOLLA_VZ,2026-02-19,2026-02-19 04:18:03,https://www.meteo.cat/observacions/xema/dades?codi=VZ&dia=2026-02-19T09:00Z,,70%,2.8 mm,,,,13.3 °C 0:23 TU,7.2 °C 3:17 TU,10.0 °C
Z7,Espot (2.519 m),ESPOT_2519_M_Z7,2026-02-19,2026-02-19 04:18:05,https://www.meteo.cat/observacions/xema/dades?codi=Z7&dia=2026-02-19T09:00Z,75 cm,79%,1.7 mm,,0.0 MJ/m2,60.8 km/h - 200º 1:45 TU,-5.6 °C 0:00 TU,-8.2 °C 3:41 TU,-7.2 °C
X1,Falset,FALSET_X1,2026-02-19,2026-02-19 04:18:08,https://www.meteo.cat/observacions/xema/dades?codi=X1&dia=2026-02-19T09:00Z,,60%,0.0 mm,1010.5 hPa,0.0 MJ/m2,45.0 km/h - 290º 1:23 TU,11.7 °C 0:56 TU,9.5 °C 3:58 TU,10.8 °C
KP,Fogars de la Selva,FOGARS_DE_LA_SELVA_KP,2026-02-19,2026-02-19 04:18:11,https://www.meteo.cat/observacions/xema/dades?codi=KP&dia=2026-02-19T09:00Z,,88%,0.0 mm,,,,11.1 °C 0:02 TU,7.0 °C 3:59 TU,8.6 °C
XK,Fogars de Montclús - Puig Sesolles (1.668 m),FOGARS_DE_MONTCLUS___PUIG_SESOLLES_1668_M_XK,2026-02-19,2026-02-19 04:18:13,https://www.meteo.cat/observacions/xema/dades?codi=XK&dia=2026-02-19T09:00Z,0 cm,100%,0.0 mm,,0.0 MJ/m2,96.1 km/h - 268º 0:14 TU,1.3 °C 0:01 TU,-0.9 °C 3:53 TU,0.0 °C
DI,Font-rubí,FONT_RUBI_DI,2026-02-19,2026-02-19 04:18:16,https://www.meteo.cat/observacions/xema/dades?codi=DI&dia=2026-02-19T09:00Z,,57%,0.0 mm,1008.3 hPa,0.0 MJ/m2,51.5 km/h - 269º 1:53 TU,11.6 °C 0:00 TU,8.8 °C 3:52 TU,10.4 °C
UO,Fornells de la Selva,FORNELLS_DE_LA_SELVA_UO,2026-02-19,2026-02-19 04:18:18,https://www.meteo.cat/observacions/xema/dades?codi=UO&dia=2026-02-19T09:00Z,,79%,0.0 mm,,,,11.6 °C 0:28 TU,7.0 °C 3:57 TU,9.4 °C
Y4,Fígols i Alinyà - Alinyà,FIGOLS_I_ALINYA___ALINYA_Y4,2026-02-19,2026-02-19 04:18:21,https://www.meteo.cat/observacions/xema/dades?codi=Y4&dia=2026-02-19T09:00Z,,76%,0.3 mm,,,,5.0 °C 0:01 TU,2.2 °C 3:55 TU,3.5 °C
XP,Gandesa,GANDESA_XP,2026-02-19,2026-02-19 04:18:23,https://www.meteo.cat/observacions/xema/dades?codi=XP&dia=2026-02-19T09:00Z,,60%,0.0 mm,,0.0 MJ/m2,36.0 km/h - 280º 0:51 TU,11.5 °C 0:47 TU,8.4 °C 3:57 TU,10.1 °C
VH,Gimenells i el Pla de la Font - Gimenells,GIMENELLS_I_EL_PLA_DE_LA_FONT___GIMENELLS_VH,2026-02-19,2026-02-19 04:18:26,https://www.meteo.cat/observacions/xema/dades?codi=VH&dia=2026-02-19T09:00Z,,76%,0.0 mm,,0.0 MJ/m2,23.0 km/h - 278º 2:41 TU,10.0 °C 0:02 TU,6.7 °C 3:36 TU,8.0 °C
XJ,Girona,GIRONA_XJ,2026-02-19,2026-02-19 04:18:28,https://www.meteo.cat/observacions/xema/dades?codi=XJ&dia=2026-02-19T09:00Z,,76%,0.0 mm,1007.2 hPa,0.0 MJ/m2,11.9 km/h - 55º 1:07 TU,11.3 °C 0:00 TU,8.0 °C 1:42 TU,9.3 °C
UI,Gisclareny,GISCLARENY_UI,2026-02-19,2026-02-19 04:18:31,https://www.meteo.cat/observacions/xema/dades?codi=UI&dia=2026-02-19T09:00Z,,81%,0.6 mm,,,,2.9 °C 0:09 TU,-0.3 °C 2:53 TU,1.2 °C
WC,Golmés,GOLMES_WC,2026-02-19,2026-02-19 04:18:34,https://www.meteo.cat/observacions/xema/dades?codi=WC&dia=2026-02-19T09:00Z,,79%,0.0 mm,,0.0 MJ/m2,25.6 km/h - 222º 1:54 TU,9.5 °C 0:36 TU,6.9 °C 3:47 TU,8.4 °C
YM,Granollers,GRANOLLERS_YM,2026-02-19,2026-02-19 04:18:36,https://www.meteo.cat/observacions/xema/dades?codi=YM&dia=2026-02-19T09:00Z,,58%,0.0 mm,,,,13.3 °C 0:07 TU,11.0 °C 3:52 TU,12.2 °C
WV,Guardiola de Berguedà,GUARDIOLA_DE_BERGUEDA_WV,2026-02-19,2026-02-19 04:18:39,https://www.meteo.cat/observacions/xema/dades?codi=WV&dia=2026-02-19T09:00Z,,78%,0.2 mm,1007.7 hPa,0.0 MJ/m2,18.7 km/h - 182º 0:18 TU,7.8 °C 0:26 TU,1.9 °C 3:59 TU,5.1 °C
MV,Guixers - Valls,GUIXERS___VALLS_MV,2026-02-19,2026-02-19 04:18:42,https://www.meteo.cat/observacions/xema/dades?codi=MV&dia=2026-02-19T09:00Z,,91%,0.0 mm,,,,5.6 °C 1:15 TU,0.3 °C 3:51 TU,3.5 °C
D8,Horta de Sant Joan,HORTA_DE_SANT_JOAN_D8,2026-02-19,2026-02-19 04:18:44,https://www.meteo.cat/observacions/xema/dades?codi=D8&dia=2026-02-19T09:00Z,,61%,0.1 mm,1011.0 hPa,0.0 MJ/m2,48.2 km/h - 278º 1:40 TU,9.9 °C 0:56 TU,7.3 °C 3:58 TU,8.8 °C
CP,Isona i Conca Dellà - Sant Romà D'abella,ISONA_I_CONCA_DELLA___SANT_ROMA_DABELLA_CP,2026-02-19,2026-02-19 04:18:47,https://www.meteo.cat/observacions/xema/dades?codi=CP&dia=2026-02-19T09:00Z,,78%,0.0 mm,1009.0 hPa,0.0 MJ/m2,28.8 km/h - 238º 0:05 TU,7.2 °C 0:12 TU,3.9 °C 3:53 TU,5.6 °C
U9,L'aldea - L'aldea,LALDEA___LALDEA_U9,2026-02-19,2026-02-19 04:18:50,https://www.meteo.cat/observacions/xema/dades?codi=U9&dia=2026-02-19T09:00Z,,43%,0.0 mm,,0.0 MJ/m2,28.8 km/h - 297º 1:26 TU,15.3 °C 0:47 TU,12.8 °C 3:43 TU,14.0 °C
UA,L'ametlla de Mar - L'ametlla de Mar,LAMETLLA_DE_MAR___LAMETLLA_DE_MAR_UA,2026-02-19,2026-02-19 04:18:52,https://www.meteo.cat/observacions/xema/dades?codi=UA&dia=2026-02-19T09:00Z,,50%,0.1 mm,,0.0 MJ/m2,40.0 km/h - 302º 0:58 TU,14.6 °C 0:37 TU,11.8 °C 3:59 TU,13.3 °C
CW,L'espluga de Francolí - L'espluga de Francolí,LESPLUGA_DE_FRANCOLI___LESPLUGA_DE_FRANCOLI_CW,2026-02-19,2026-02-19 04:18:55,https://www.meteo.cat/observacions/xema/dades?codi=CW&dia=2026-02-19T09:00Z,,61%,0.0 mm,1008.9 hPa,0.0 MJ/m2,54.4 km/h - 285º 0:30 TU,11.4 °C 0:00 TU,8.1 °C 3:46 TU,9.6 °C
YU,L'esquirol - Cantonigròs,LESQUIROL___CANTONIGROS_YU,2026-02-19,2026-02-19 04:18:58,https://www.meteo.cat/observacions/xema/dades?codi=YU&dia=2026-02-19T09:00Z,,86%,0.1 mm,,0.0 MJ/m2,28.8 km/h - 184º 0:01 TU,6.6 °C 0:04 TU,4.7 °C 3:59 TU,5.9 °C
DF,La Bisbal D'empordà - la Bisbal D'empordà,LA_BISBAL_DEMPORDA___LA_BISBAL_DEMPORDA_DF,2026-02-19,2026-02-19 04:19:00,https://www.meteo.cat/observacions/xema/dades?codi=DF&dia=2026-02-19T09:00Z,,87%,0.0 mm,1007.1 hPa,0.0 MJ/m2,11.9 km/h - 146º 0:17 TU,10.8 °C 0:09 TU,7.2 °C 2:20 TU,8.8 °C
WO,La Bisbal del Penedès - la Bisbal del Penedès,LA_BISBAL_DEL_PENEDES___LA_BISBAL_DEL_PENEDES_WO,2026-02-19,2026-02-19 04:19:03,https://www.meteo.cat/observacions/xema/dades?codi=WO&dia=2026-02-19T09:00Z,,51%,0.0 mm,,,,13.9 °C 0:51 TU,10.9 °C 3:41 TU,12.5 °C
ZE,La Coma i la Pedra - el Port del Comte (2.290 m),LA_COMA_I_LA_PEDRA___EL_PORT_DEL_COMTE_2290_M_ZE,2026-02-19,2026-02-19 04:19:06,https://www.meteo.cat/observacions/xema/dades?codi=ZE&dia=2026-02-19T09:00Z,110 cm,100%,0.8 mm,,0.0 MJ/m2,55.4 km/h - 269º 0:19 TU,-3.6 °C 0:44 TU,-7.3 °C 3:59 TU,-5.2 °C
UM,La Granadella - la Granadella,LA_GRANADELLA___LA_GRANADELLA_UM,2026-02-19,2026-02-19 04:19:08,https://www.meteo.cat/observacions/xema/dades?codi=UM&dia=2026-02-19T09:00Z,,66%,0.0 mm,,0.0 MJ/m2,28.4 km/h - 296º 1:57 TU,10.7 °C 0:04 TU,7.3 °C 3:59 TU,8.7 °C
XB,La Llacuna - la Llacuna,LA_LLACUNA___LA_LLACUNA_XB,2026-02-19,2026-02-19 04:19:11,https://www.meteo.cat/observacions/xema/dades?codi=XB&dia=2026-02-19T09:00Z,,67%,0.0 mm,,,,9.8 °C 0:03 TU,7.3 °C 3:57 TU,8.7 °C
YC,La Pobla de Segur - la Pobla de Segur,LA_POBLA_DE_SEGUR___LA_POBLA_DE_SEGUR_YC,2026-02-19,2026-02-19 04:19:13,https://www.meteo.cat/observacions/xema/dades?codi=YC&dia=2026-02-19T09:00Z,,92%,0.0 mm,1008.7 hPa,0.0 MJ/m2,19.4 km/h - 328º 1:21 TU,6.8 °C 1:26 TU,4.5 °C 3:57 TU,6.0 °C
CR,La Quar - la Quar,LA_QUAR___LA_QUAR_CR,2026-02-19,2026-02-19 04:19:16,https://www.meteo.cat/observacions/xema/dades?codi=CR&dia=2026-02-19T09:00Z,,92%,0.3 mm,1008.2 hPa,,19.1 km/h - 214º 0:10 TU,5.3 °C 0:00 TU,1.5 °C 3:58 TU,4.3 °C
KX,La Roca del Vallès - la Roca del Vallès - Etap Cardedeu,LA_ROCA_DEL_VALLES___LA_ROCA_DEL_VALLES___ETAP_CAR,2026-02-19,2026-02-19 04:19:19,https://www.meteo.cat/observacions/xema/dades?codi=KX&dia=2026-02-19T09:00Z,,,,,,,,,
UW,La Ràpita - els Alfacs,LA_RAPITA___ELS_ALFACS_UW,2026-02-19,2026-02-19 04:19:21,https://www.meteo.cat/observacions/xema/dades?codi=UW&dia=2026-02-19T09:00Z,,47%,0.0 mm,1010.5 hPa,0.0 MJ/m2,29.9 km/h - 297º 3:03 TU,15.3 °C 1:28 TU,13.2 °C 3:56 TU,14.2 °C
CD,La Seu D'urgell - la Seu D'urgell - Bellestar,LA_SEU_DURGELL___LA_SEU_DURGELL___BELLESTAR_CD,2026-02-19,2026-02-19 04:19:23,https://www.meteo.cat/observacions/xema/dades?codi=CD&dia=2026-02-19T09:00Z,,85%,0.6 mm,1008.4 hPa,0.0 MJ/m2,24.5 km/h - 61º 1:36 TU,6.4 °C 0:09 TU,2.2 °C 3:50 TU,4.1 °C
UB,La Tallada D'empordà - la Tallada D'empordà,LA_TALLADA_DEMPORDA___LA_TALLADA_DEMPORDA_UB,2026-02-19,2026-02-19 04:19:26,https://www.meteo.cat/observacions/xema/dades?codi=UB&dia=2026-02-19T09:00Z,,78%,0.3 mm,,0.0 MJ/m2,13.0 km/h - 3º 3:59 TU,11.1 °C 3:08 TU,8.9 °C 1:35 TU,9.9 °C
ZD,La Tosa D'alp (2.478 m),LA_TOSA_DALP_2478_M_ZD,2026-02-19,2026-02-19 04:19:29,https://www.meteo.cat/observacions/xema/dades?codi=ZD&dia=2026-02-19T09:00Z,,98%,,,0.0 MJ/m2,31.3 km/h - 179º 0:06 TU,-5.2 °C 0:59 TU,-8.2 °C 3:55 TU,-6.7 °C
W9,La Vall D'en Bas - la Vall D'en Bas,LA_VALL_DEN_BAS___LA_VALL_DEN_BAS_W9,2026-02-19,2026-02-19 04:19:31,https://www.meteo.cat/observacions/xema/dades?codi=W9&dia=2026-02-19T09:00Z,,77%,5.4 mm,,0.0 MJ/m2,27.4 km/h - 233º 0:02 TU,10.5 °C 0:04 TU,5.8 °C 3:59 TU,8.8 °C
Z2,La Vall de Boí - Boí (2.535 m),LA_VALL_DE_BOI___BOI_2535_M_Z2,2026-02-19,2026-02-19 04:19:34,https://www.meteo.cat/observacions/xema/dades?codi=Z2&dia=2026-02-19T09:00Z,111 cm,89%,0.1 mm,,0.0 MJ/m2,43.6 km/h - 306º 0:10 TU,-5.4 °C 0:05 TU,-10.2 °C 3:51 TU,-7.7 °C
