ID_ESTAC,NOM_ESTACIO,NOM_ORIGINAL,DATA_DIA,DATA_EXTRACCIO,URL_FONT,GRUIX_NEU_MAX,HUMITAT_MITJANA_DIA,PRECIPITACIO_ACUM_DIA,PRESSIO_ATMOSFERICA,RADIACIO_GLOBAL,RATXA_VENT_MAX,TEMPERATURA_MAXIMA_DIA,TEMPERATURA_MINIMA_DIA,TEMPERATURA_MITJANA_DIA
YD,Les Borges Blanques - Les Borges Blanques,LES_BORGES_BLANQUES___LES_BORGES_BLANQUES_YD,2026-02-19,2026-02-19 04:19:36,https://www.meteo.cat/observacions/xema/dades?codi=YD&dia=2026-02-19T09:00Z,,66%,0.0 mm,1009.5 hPa,0.0 MJ/m2,38.2 km/h - 282º 3:55 TU,11.6 °C 0:09 TU,8.3 °C 3:56 TU,9.8 °C
US,Les Cases D'alcanar,LES_CASES_DALCANAR_US,2026-02-19,2026-02-19 04:19:39,https://www.meteo.cat/observacions/xema/dades?codi=US&dia=2026-02-19T09:00Z,,51%,0.0 mm,,0.0 MJ/m2,28.8 km/h - 274º 3:20 TU,15.0 °C 1:47 TU,12.6 °C 0:44 TU,13.7 °C
Z5,Lladorre - Certascan (2.400 m),LLADORRE___CERTASCAN_2400_M_Z5,2026-02-19,2026-02-19 04:19:42,https://www.meteo.cat/observacions/xema/dades?codi=Z5&dia=2026-02-19T09:00Z,206 cm,80%,1.4 mm,,0.0 MJ/m2,46.1 km/h - 307º 1:04 TU,-5.4 °C 0:04 TU,-7.4 °C 3:07 TU,-6.8 °C
VO,Lladurs,LLADURS_VO,2026-02-19,2026-02-19 04:19:45,https://www.meteo.cat/observacions/xema/dades?codi=VO&dia=2026-02-19T09:00Z,,75%,0.0 mm,,0.0 MJ/m2,18.4 km/h - 225º 0:11 TU,7.0 °C 0:20 TU,4.2 °C 3:54 TU,5.8 °C
YJ,Lleida - la Femosa,LLEIDA___LA_FEMOSA_YJ,2026-02-19,2026-02-19 04:19:47,https://www.meteo.cat/observacions/xema/dades?codi=YJ&dia=2026-02-19T09:00Z,,72%,0.0 mm,,0.0 MJ/m2,32.4 km/h - 259º 2:42 TU,10.0 °C 1:43 TU,8.4 °C 3:30 TU,9.2 °C
VK,Lleida - Raimat,LLEIDA___RAIMAT_VK,2026-02-19,2026-02-19 04:19:50,https://www.meteo.cat/observacions/xema/dades?codi=VK&dia=2026-02-19T09:00Z,,79%,0.0 mm,1010.2 hPa,0.0 MJ/m2,30.2 km/h - 306º 3:55 TU,9.7 °C 0:24 TU,6.6 °C 3:31 TU,7.9 °C
WI,Maials,MAIALS_WI,2026-02-19,2026-02-19 04:19:53,https://www.meteo.cat/observacions/xema/dades?codi=WI&dia=2026-02-19T09:00Z,,62%,0.0 mm,,0.0 MJ/m2,31.0 km/h - 272º 0:25 TU,11.8 °C 0:00 TU,8.6 °C 3:56 TU,10.0 °C
WT,Malgrat de Mar,MALGRAT_DE_MAR_WT,2026-02-19,2026-02-19 04:19:55,https://www.meteo.cat/observacions/xema/dades?codi=WT&dia=2026-02-19T09:00Z,,83%,0.0 mm,1007.1 hPa,0.0 MJ/m2,32.0 km/h - 62º 2:04 TU,13.2 °C 0:02 TU,11.3 °C 3:59 TU,12.3 °C
D1,Margalef,MARGALEF_D1,2026-02-19,2026-02-19 04:19:58,https://www.meteo.cat/observacions/xema/dades?codi=D1&dia=2026-02-19T09:00Z,,59%,0.0 mm,1010.2 hPa,0.0 MJ/m2,46.1 km/h - 261º 0:45 TU,11.6 °C 0:01 TU,9.0 °C 3:59 TU,10.3 °C
C9,Mas de Barberans,MAS_DE_BARBERANS_C9,2026-02-19,2026-02-19 04:20:01,https://www.meteo.cat/observacions/xema/dades?codi=C9&dia=2026-02-19T09:00Z,,45%,0.0 mm,1010.5 hPa,0.0 MJ/m2,72.7 km/h - 280º 0:23 TU,13.8 °C 0:50 TU,11.2 °C 0:00 TU,12.6 °C
YE,Massoteres,MASSOTERES_YE,2026-02-19,2026-02-19 04:20:03,https://www.meteo.cat/observacions/xema/dades?codi=YE&dia=2026-02-19T09:00Z,,90%,0.0 mm,,0.0 MJ/m2,41.0 km/h - 245º 1:49 TU,7.8 °C 0:29 TU,4.7 °C 3:57 TU,6.5 °C
YV,Mataró,MATARO_YV,2026-02-19,2026-02-19 04:20:06,https://www.meteo.cat/observacions/xema/dades?codi=YV&dia=2026-02-19T09:00Z,,54%,0.0 mm,,,54.0 km/h - 234º 0:22 TU,15.0 °C 0:23 TU,12.7 °C 3:58 TU,14.1 °C
WP,Mediona - Canaletes,MEDIONA___CANALETES_WP,2026-02-19,2026-02-19 04:20:08,https://www.meteo.cat/observacions/xema/dades?codi=WP&dia=2026-02-19T09:00Z,,62%,0.0 mm,,0.0 MJ/m2,29.9 km/h - 288º 3:55 TU,12.1 °C 0:00 TU,9.7 °C 3:59 TU,10.9 °C
Z3,Meranges - Malniu (2.230 m),MERANGES___MALNIU_2230_M_Z3,2026-02-19,2026-02-19 04:20:11,https://www.meteo.cat/observacions/xema/dades?codi=Z3&dia=2026-02-19T09:00Z,95 cm,72%,0.7 mm,,0.0 MJ/m2,30.6 km/h - 255º 0:02 TU,-1.8 °C 0:01 TU,-6.6 °C 3:26 TU,-4.6 °C
XI,Mollerussa,MOLLERUSSA_XI,2026-02-19,2026-02-19 04:20:14,https://www.meteo.cat/observacions/xema/dades?codi=XI&dia=2026-02-19T09:00Z,,76%,0.0 mm,1009.7 hPa,0.0 MJ/m2,29.5 km/h - 247º 3:04 TU,10.3 °C 0:21 TU,7.4 °C 3:38 TU,8.9 °C
CG,Molló - Fabert,MOLLO___FABERT_CG,2026-02-19,2026-02-19 04:20:16,https://www.meteo.cat/observacions/xema/dades?codi=CG&dia=2026-02-19T09:00Z,1 cm,78%,0.0 mm,1007.7 hPa,0.0 MJ/m2,33.8 km/h - 360º 1:16 TU,2.6 °C 2:14 TU,0.4 °C 3:52 TU,1.6 °C
WN,Monistrol de Montserrat - Montserrat - Sant Dimes,MONISTROL_DE_MONTSERRAT___MONTSERRAT___SANT_DIMES_,2026-02-19,2026-02-19 04:20:19,https://www.meteo.cat/observacions/xema/dades?codi=WN&dia=2026-02-19T09:00Z,,87%,0.0 mm,,0.0 MJ/m2,54.4 km/h - 272º 3:50 TU,7.2 °C 0:00 TU,4.5 °C 3:59 TU,5.8 °C
YF,Mont-roig del Camp - Miami Platja,MONT_ROIG_DEL_CAMP___MIAMI_PLATJA_YF,2026-02-19,2026-02-19 04:20:22,https://www.meteo.cat/observacions/xema/dades?codi=YF&dia=2026-02-19T09:00Z,,51%,0.0 mm,1009.5 hPa,0.0 MJ/m2,56.2 km/h - 292º 0:34 TU,14.7 °C 0:48 TU,11.9 °C 3:51 TU,13.6 °C
Z9,Montellà i Martinet - Cadí Nord (2.143 m) - Prat D'aguiló,MONTELLA_I_MARTINET___CADI_NORD_2143_M___PRAT_DAGU,2026-02-19,2026-02-19 04:20:24,https://www.meteo.cat/observacions/xema/dades?codi=Z9&dia=2026-02-19T09:00Z,167 cm,86%,3.0 mm,,0.0 MJ/m2,54.0 km/h - 240º 0:16 TU,-2.4 °C 0:13 TU,-5.7 °C 3:49 TU,-4.1 °C
V4,Montesquiu,MONTESQUIU_V4,2026-02-19,2026-02-19 04:20:27,https://www.meteo.cat/observacions/xema/dades?codi=V4&dia=2026-02-19T09:00Z,,84%,0.0 mm,,,,7.6 °C 0:00 TU,5.3 °C 3:53 TU,6.8 °C
XA,Montmaneu - la Panadella,MONTMANEU___LA_PANADELLA_XA,2026-02-19,2026-02-19 04:20:29,https://www.meteo.cat/observacions/xema/dades?codi=XA&dia=2026-02-19T09:00Z,,83%,0.0 mm,1009.5 hPa,0.0 MJ/m2,45.4 km/h - 297º 3:39 TU,7.0 °C 0:01 TU,4.3 °C 3:59 TU,5.8 °C
CY,Muntanyola,MUNTANYOLA_CY,2026-02-19,2026-02-19 04:20:32,https://www.meteo.cat/observacions/xema/dades?codi=CY&dia=2026-02-19T09:00Z,,82%,0.0 mm,1007.1 hPa,0.0 MJ/m2,53.3 km/h - 250º 3:05 TU,7.5 °C 0:00 TU,5.2 °C 3:58 TU,6.6 °C
Y5,Navata,NAVATA_Y5,2026-02-19,2026-02-19 04:20:35,https://www.meteo.cat/observacions/xema/dades?codi=Y5&dia=2026-02-19T09:00Z,,82%,2.6 mm,,0.0 MJ/m2,21.6 km/h - 250º 3:46 TU,9.6 °C 0:05 TU,7.3 °C 2:12 TU,8.3 °C
MW,Navès,NAVES_MW,2026-02-19,2026-02-19 04:20:38,https://www.meteo.cat/observacions/xema/dades?codi=MW&dia=2026-02-19T09:00Z,,,,,,,,,
VY,Nulles,NULLES_VY,2026-02-19,2026-02-19 04:20:40,https://www.meteo.cat/observacions/xema/dades?codi=VY&dia=2026-02-19T09:00Z,,50%,0.0 mm,,,,13.9 °C 0:08 TU,10.3 °C 3:51 TU,12.3 °C
W5,Oliana,OLIANA_W5,2026-02-19,2026-02-19 04:20:42,https://www.meteo.cat/observacions/xema/dades?codi=W5&dia=2026-02-19T09:00Z,,75%,0.0 mm,,0.0 MJ/m2,23.0 km/h - 214º 1:32 TU,9.2 °C 1:26 TU,4.1 °C 3:59 TU,7.3 °C
WA,Oliola,OLIOLA_WA,2026-02-19,2026-02-19 04:20:45,https://www.meteo.cat/observacions/xema/dades?codi=WA&dia=2026-02-19T09:00Z,,79%,0.0 mm,,0.0 MJ/m2,23.0 km/h - 239º 1:32 TU,9.3 °C 0:24 TU,4.7 °C 3:42 TU,7.0 °C
YB,Olot,OLOT_YB,2026-02-19,2026-02-19 04:20:48,https://www.meteo.cat/observacions/xema/dades?codi=YB&dia=2026-02-19T09:00Z,,74%,0.9 mm,1006.8 hPa,0.0 MJ/m2,23.4 km/h - 57º 2:05 TU,11.3 °C 0:00 TU,6.3 °C 3:57 TU,8.7 °C
CJ,Organyà,ORGANYA_CJ,2026-02-19,2026-02-19 04:20:50,https://www.meteo.cat/observacions/xema/dades?codi=CJ&dia=2026-02-19T09:00Z,,82%,0.1 mm,1007.8 hPa,0.0 MJ/m2,29.2 km/h - 32º 1:54 TU,8.1 °C 1:45 TU,4.6 °C 3:47 TU,6.8 °C
CC,Orís,ORIS_CC,2026-02-19,2026-02-19 04:20:53,https://www.meteo.cat/observacions/xema/dades?codi=CC&dia=2026-02-19T09:00Z,,78%,0.0 mm,1007.0 hPa,0.0 MJ/m2,27.4 km/h - 253º 1:56 TU,8.6 °C 0:00 TU,6.2 °C 3:59 TU,7.6 °C
UY,Os de Balaguer - el Monestir D'avellanes,OS_DE_BALAGUER___EL_MONESTIR_DAVELLANES_UY,2026-02-19,2026-02-19 04:20:56,https://www.meteo.cat/observacions/xema/dades?codi=UY&dia=2026-02-19T09:00Z,,73%,0.0 mm,,0.0 MJ/m2,33.5 km/h - 317º 1:12 TU,7.2 °C 0:47 TU,5.0 °C 3:26 TU,6.0 °C
YP,Palafrugell,PALAFRUGELL_YP,2026-02-19,2026-02-19 04:20:59,https://www.meteo.cat/observacions/xema/dades?codi=YP&dia=2026-02-19T09:00Z,,80%,0.0 mm,,0.0 MJ/m2,16.2 km/h - 7º 2:26 TU,11.8 °C 1:12 TU,8.0 °C 2:09 TU,10.0 °C
J5,Pantà de Darnius - Boadella,PANTA_DE_DARNIUS___BOADELLA_J5,2026-02-19,2026-02-19 04:21:01,https://www.meteo.cat/observacions/xema/dades?codi=J5&dia=2026-02-19T09:00Z,,81%,2.1 mm,1007.0 hPa,0.0 MJ/m2,33.1 km/h - 36º 0:37 TU,11.1 °C 0:22 TU,7.7 °C 3:00 TU,9.4 °C
XG,Parets del Vallès,PARETS_DEL_VALLES_XG,2026-02-19,2026-02-19 04:21:04,https://www.meteo.cat/observacions/xema/dades?codi=XG&dia=2026-02-19T09:00Z,,59%,0.0 mm,1007.4 hPa,0.0 MJ/m2,37.8 km/h - 274º 3:56 TU,13.9 °C 0:00 TU,12.1 °C 3:47 TU,13.1 °C
V5,Perafita,PERAFITA_V5,2026-02-19,2026-02-19 04:21:07,https://www.meteo.cat/observacions/xema/dades?codi=V5&dia=2026-02-19T09:00Z,,93%,0.0 mm,,0.0 MJ/m2,31.3 km/h - 243º 0:14 TU,7.1 °C 0:04 TU,4.0 °C 3:59 TU,5.8 °C
